DataFimleg,DataInicioleg,IniAnexos,IniAutorDeputados,IniAutorGruposParlamentares,IniciativasEuropeias,IniciativasOrigem,IniciativasOriginadas,IniDescTipo,IniEpigrafe,IniEventos,IniId,IniLeg,IniLinkTexto,IniNr,IniObs,IniSel,IniTextoSubst,IniTextoSubstCampo,IniTipo,IniTitulo,Links,Peticoes,PropostasAlteracao,IniAutorOutros.iniAutorComissao,IniAutorOutros.nome,IniAutorOutros.sigla
1983-05-30,1982-10-19,,"[{'GP': 'PCP', 'idCadastro': '222', 'nome': 'OCTÁVIO TEIXEIRA'}, {'GP': 'PCP', 'idCadastro': '3191', 'nome': 'JOAQUIM MIRANDA'}, {'GP': 'PCP', 'idCadastro': '210', 'nome': 'JERÓNIMO DE SOUSA'}, {'GP': 'PCP', 'idCadastro': '3623', 'nome': 'ARTUR RODRIGUES'}, {'GP': 'PCP', 'idCadastro': '3614', 'nome': 'JOSÉ CARREIRA MARQUES'}]",[{'GP': 'PCP'}],,,,Ratificação,,"[{'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '21', 'Comissao': None, 'DataFase': '1982-10-29', 'EvtId': '3', 'Fase': 'Anúncio', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '235280', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': None, 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '50', 'Comissao': None, 'DataFase': '1982-10-30', 'EvtId': '51', 'Fase': 'Publicação', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '235281', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '343173', 'obs': None, 'pag': ['77-77'], 'pagFinalDiarioSupl': None, 'pubdt': '1982-10-30', 'pubLeg': 'II', 'pubNr': '6', 'pubSL': '3', 'pubTipo': 'DAR II série', 'pubTp': 'K', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/s2/02/03/006/1982-10-30/77?pgs=77&org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}]",31179,II,,219,,3,NAO,,F,"Decreto-Lei nº 425/82, de 20 de Outubro, que introduz adequações estruturais à Companhia Portuguesa de Resseguros, E.P.",,,,,Deputados,D
1982-10-18,1981-10-15,,"[{'GP': 'PS', 'idCadastro': '3543', 'nome': 'ANTÓNIO BARROSO GOMES'}, {'GP': 'PS', 'idCadastro': '196', 'nome': 'LUÍS FILIPE MADEIRA'}, {'GP': 'PS', 'idCadastro': '3505', 'nome': 'AVELINO ZENHA'}, {'GP': 'PS', 'idCadastro': '418', 'nome': 'ANTÓNIO MAGALHÃES'}, {'GP': 'PS', 'idCadastro': '663', 'nome': 'ALFREDO PINTO SILVA'}, {'GP': 'PS', 'idCadastro': '3533', 'nome': 'ANTÓNIO TEIXEIRA LOPES'}]",[{'GP': 'PS'}],,,,Ratificação,,"[{'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '21', 'Comissao': None, 'DataFase': '1982-02-02', 'EvtId': '3', 'Fase': 'Anúncio', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234955', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': None, 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '50', 'Comissao': None, 'DataFase': '1982-02-03', 'EvtId': '51', 'Fase': 'Publicação', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234956', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '342978', 'obs': None, 'pag': ['995-995'], 'pagFinalDiarioSupl': None, 'pubdt': '1982-02-03', 'pubLeg': 'II', 'pubNr': '47', 'pubSL': '2', 'pubTipo': 'DAR II série', 'pubTp': 'K', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/s2/02/02/047/1982-02-03/995?pgs=995&org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}]",31052,II,,124,,2,NAO,,F,"Decreto-lei nº 31/82, de 1 de Fevereiro, que estabelece normas quanto à venda das casas do Estado e da Segurança Social.",,,,,Deputados,D
1982-10-18,1981-10-15,,"[{'GP': 'PS', 'idCadastro': '3186', 'nome': 'MARCELO CURTO'}]",[{'GP': 'PS'}],,,,Projeto de Lei,,"[{'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '21', 'Comissao': None, 'DataFase': '1981-11-24', 'EvtId': '3', 'Fase': 'Anúncio', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '233412', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': None, 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '180', 'Comissao': [{'AccId': '16092', 'AguardaAgendamentoPlenario': None, 'Audicoes': None, 'Audiencias': None, 'Competente': 'N', 'DataAgendamentoDiscussao': None, 'DataAgendamentoPlenario': '0001-01-01T00:00:00', 'DataDistribuicao': '1981-11-24', 'DataDistruibuicaoSubcomissao': None, 'DataEntrada': '1981-11-24', 'DatafimApreciacaoPublica': None, 'DatainicioApreciacaoPublica': None, 'DataMotivoNaoParecer': None, 'DataRelatorio': None, 'DataRemessa': None, 'DataReqAgendamentoPlenario': None, 'DistribuicaoSubcomissao': None, 'Documentos': None, 'GpAgendamentoPlenario': None, 'IdComissao': '832', 'Legislatura': None, 'MotivoNaoParecer': None, 'Nome': 'COMISSÃO DE TRABALHO', 'Numero': '832', 'Observacao': None, 'PareceresRecebidos': None, 'PedidosParecer': None, 'Prorrogado': None, 'Publicacao': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '0', 'obs': None, 'pag': ['1606-1606'], 'pagFinalDiarioSupl': None, 'pubdt': '1982-05-05', 'pubLeg': 'II', 'pubNr': '87', 'pubSL': '2', 'pubTipo': 'DAR II série', 'pubTp': 'K', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/s2/02/02/087/1982-05-05/1606?pgs=1606&org=PLC'}], 'PublicacaoRelatorio': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '0', 'obs': None, 'pag': ['1606-1606'], 'pagFinalDiarioSupl': None, 'pubdt': '1982-05-05', 'pubLeg': 'II', 'pubNr': '87', 'pubSL': '2', 'pubTipo': 'DAR II série', 'pubTp': 'K', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/s2/02/02/087/1982-05-05/1606?pgs=1606&org=PLC'}], 'Relatores': None, 'RemessaRedaccaoFinal': None, 'Remessas': None, 'Sessao': None, 'Sigla': None, 'Votacao': None}], 'DataFase': '1981-11-24', 'EvtId': '9', 'Fase': 'Baixa comissão distribuição inicial generalidade', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '233414', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': None, 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '50', 'Comissao': None, 'DataFase': '1981-11-25', 'EvtId': '51', 'Fase': 'Publicação', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '233413', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '341834', 'obs': None, 'pag': ['405-415'], 'pagFinalDiarioSupl': None, 'pubdt': '1981-11-25', 'pubLeg': 'II', 'pubNr': '19', 'pubSL': '2', 'pubTipo': 'DAR II série', 'pubTp': 'K', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/s2/02/02/019/1981-11-25/405?pgs=405-415&org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '190', 'Comissao': None, 'DataFase': '1982-04-27', 'EvtId': '10', 'Fase': 'Discussão generalidade', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '233415', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '341836', 'obs': None, 'pag': None, 'pagFinalDiarioSupl': None, 'pubdt': '1982-04-28', 'pubLeg': 'II', 'pubNr': '80', 'pubSL': '2', 'pubTipo': 'DAR I série', 'pubTp': 'D', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/01/02/02/080/1982-04-28?org=PLC'}, {'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '341837', 'obs': None, 'pag': None, 'pagFinalDiarioSupl': None, 'pubdt': '1982-05-11', 'pubLeg': 'II', 'pubNr': '87', 'pubSL': '2', 'pubTipo': 'DAR I série', 'pubTp': 'D', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/01/02/02/087/1982-05-11?org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '250', 'Comissao': None, 'DataFase': '1982-05-10', 'EvtId': '13', 'Fase': 'Votação na generalidade', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '233416', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '341838', 'obs': None, 'pag': None, 'pagFinalDiarioSupl': None, 'pubdt': '1982-05-11', 'pubLeg': 'II', 'pubNr': '87', 'pubSL': '2', 'pubTipo': 'DAR I série', 'pubTp': 'D', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/01/02/02/087/1982-05-11?org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': [{'ausencias': ['ASDI'], 'data': '1982-05-10', 'descricao': None, 'detalhe': 'A Favor: <I>PS</I>, <I> PCP</I>, <I> UEDS</I>, <I> MDP/CDE</I>, <I> UDP</I><BR>Contra:<I>PSD</I>, <I> CDS</I>, <I> PPM</I><BR>Ausência: <I>ASDI</I>', 'id': '47196', 'publicacao': None, 'resultado': 'Rejeitado', 'reuniao': '87', 'tipoReuniao': 'RP', 'unanime': None}]}]",30610,II,,276,Existem mais 10 signatários.,2,NAO,,J,Lei das sociedades em autogestão.,,,,,Deputados,D
1982-10-18,1981-10-15,,,,,,,Proposta de Lei,,"[{'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '21', 'Comissao': None, 'DataFase': '1981-12-09', 'EvtId': '3', 'Fase': 'Anúncio', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234341', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': None, 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '180', 'Comissao': [{'AccId': '16295', 'AguardaAgendamentoPlenario': None, 'Audicoes': None, 'Audiencias': None, 'Competente': 'N', 'DataAgendamentoDiscussao': None, 'DataAgendamentoPlenario': '0001-01-01T00:00:00', 'DataDistribuicao': '1981-12-09', 'DataDistruibuicaoSubcomissao': None, 'DataEntrada': '1981-12-09', 'DatafimApreciacaoPublica': None, 'DatainicioApreciacaoPublica': None, 'DataMotivoNaoParecer': None, 'DataRelatorio': None, 'DataRemessa': None, 'DataReqAgendamentoPlenario': None, 'DistribuicaoSubcomissao': None, 'Documentos': None, 'GpAgendamentoPlenario': None, 'IdComissao': '834', 'Legislatura': None, 'MotivoNaoParecer': None, 'Nome': 'COMISSÃO DE ECONOMIA, FINANÇAS E PLANO', 'Numero': '834', 'Observacao': None, 'PareceresRecebidos': None, 'PedidosParecer': None, 'Prorrogado': None, 'Publicacao': None, 'PublicacaoRelatorio': None, 'Relatores': None, 'RemessaRedaccaoFinal': None, 'Remessas': None, 'Sessao': None, 'Sigla': None, 'Votacao': None}], 'DataFase': '1981-12-09', 'EvtId': '9', 'Fase': 'Baixa comissão distribuição inicial generalidade', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234343', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': None, 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '50', 'Comissao': None, 'DataFase': '1981-12-14', 'EvtId': '51', 'Fase': 'Publicação', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234342', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '342586', 'obs': None, 'pag': ['549-576'], 'pagFinalDiarioSupl': None, 'pubdt': '1981-12-14', 'pubLeg': 'II', 'pubNr': '27', 'pubSL': '2', 'pubTipo': 'DAR II série', 'pubTp': 'K', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/s2/02/02/027/1981-12-14/549?pgs=549-576&org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '190', 'Comissao': None, 'DataFase': '1981-12-14', 'EvtId': '10', 'Fase': 'Discussão generalidade', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234344', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '342587', 'obs': None, 'pag': None, 'pagFinalDiarioSupl': None, 'pubdt': '1981-12-15', 'pubLeg': 'II', 'pubNr': '27', 'pubSL': '2', 'pubTipo': 'DAR I série', 'pubTp': 'D', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/01/02/02/027/1981-12-15?org=PLC'}, {'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '342588', 'obs': None, 'pag': None, 'pagFinalDiarioSupl': None, 'pubdt': '1981-12-16', 'pubLeg': 'II', 'pubNr': '28', 'pubSL': '2', 'pubTipo': 'DAR I série', 'pubTp': 'D', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/01/02/02/028/1981-12-16?org=PLC'}, {'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '342589', 'obs': None, 'pag': None, 'pagFinalDiarioSupl': None, 'pubdt': '1981-12-17', 'pubLeg': 'II', 'pubNr': '29', 'pubSL': '2', 'pubTipo': 'DAR I série', 'pubTp': 'D', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/01/02/02/029/1981-12-17?org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '250', 'Comissao': None, 'DataFase': '1981-12-16', 'EvtId': '13', 'Fase': 'Votação na generalidade', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234345', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '342590', 'obs': None, 'pag': None, 'pagFinalDiarioSupl': None, 'pubdt': '1981-12-17', 'pubLeg': 'II', 'pubNr': '29', 'pubSL': '2', 'pubTipo': 'DAR I série', 'pubTp': 'D', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/01/02/02/029/1981-12-17?org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': [{'ausencias': None, 'data': '1981-12-16', 'descricao': None, 'detalhe': 'A Favor: <I>PSD</I>, <I> CDS</I>, <I> PPM</I><BR>Contra:<I>PS</I>, <I> PCP</I>, <I> ASDI</I>, <I> UEDS</I>, <I> MDP/CDE</I>, <I> UDP</I>', 'id': '47333', 'publicacao': None, 'resultado': 'Aprovado', 'reuniao': '29', 'tipoReuniao': 'RP', 'unanime': None}]}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '300', 'Comissao': None, 'DataFase': '1981-12-17', 'EvtId': '17', 'Fase': 'Discussão especialidade', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234346', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '342591', 'obs': None, 'pag': None, 'pagFinalDiarioSupl': None, 'pubdt': '1981-12-18', 'pubLeg': 'II', 'pubNr': '30', 'pubSL': '2', 'pubTipo': 'DAR I série', 'pubTp': 'D', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/01/02/02/030/1981-12-18?org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '310', 'Comissao': None, 'DataFase': '1981-12-17', 'EvtId': '34', 'Fase': 'Votação na especialidade', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234347', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '342592', 'obs': None, 'pag': None, 'pagFinalDiarioSupl': None, 'pubdt': '1981-12-18', 'pubLeg': 'II', 'pubNr': '30', 'pubSL': '2', 'pubTipo': 'DAR I série', 'pubTp': 'D', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/01/02/02/030/1981-12-18?org=PLC'}, {'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '342593', 'obs': None, 'pag': None, 'pagFinalDiarioSupl': None, 'pubdt': '1981-12-19', 'pubLeg': 'II', 'pubNr': '31', 'pubSL': '2', 'pubTipo': 'DAR I série', 'pubTp': 'D', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/01/02/02/031/1981-12-19?org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': [{'ausencias': None, 'data': '1981-12-17', 'descricao': 'Votação artigo por artigo.', 'detalhe': None, 'id': '47334', 'publicacao': None, 'resultado': 'Aprovado', 'reuniao': '30', 'tipoReuniao': 'RP', 'unanime': None}]}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '350', 'Comissao': None, 'DataFase': '1981-12-28', 'EvtId': '31', 'Fase': 'Decreto (Publicação)', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234348', 'OevTextId': '13320', 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': None, 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': '13320', 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '580', 'Comissao': None, 'DataFase': '1981-12-31', 'EvtId': '32', 'Fase': 'Lei (Publicação DR)', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '234349', 'OevTextId': '13321', 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': None, 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': '13321', 'Votacao': None}]",30884,II,,76,,2,NAO,,P,Grandes Opções do Plano para 1982.,,,,,Governo,V
1983-05-30,1982-10-19,,"[{'GP': 'PCP', 'idCadastro': '222', 'nome': 'OCTÁVIO TEIXEIRA'}, {'GP': 'PCP', 'idCadastro': '3191', 'nome': 'JOAQUIM MIRANDA'}, {'GP': 'PCP', 'idCadastro': '210', 'nome': 'JERÓNIMO DE SOUSA'}, {'GP': 'PCP', 'idCadastro': '3623', 'nome': 'ARTUR RODRIGUES'}, {'GP': 'PCP', 'idCadastro': '3614', 'nome': 'JOSÉ CARREIRA MARQUES'}]",[{'GP': 'PCP'}],,,,Ratificação,,"[{'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '21', 'Comissao': None, 'DataFase': '1982-10-29', 'EvtId': '3', 'Fase': 'Anúncio', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '235282', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': None, 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '50', 'Comissao': None, 'DataFase': '1982-10-30', 'EvtId': '51', 'Fase': 'Publicação', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '235283', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '343174', 'obs': None, 'pag': ['77-77'], 'pagFinalDiarioSupl': None, 'pubdt': '1982-10-30', 'pubLeg': 'II', 'pubNr': '6', 'pubSL': '3', 'pubTipo': 'DAR II série', 'pubTp': 'K', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/s2/02/03/006/1982-10-30/77?pgs=77&org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}]",31180,II,,220,,3,NAO,,F,"Decreto-Lei nº 426/82, de 20 de Outubro, que aprova os Estatutos da Companhia Portuguesa de Resseguros, SARL, criada por transformação da Companhia Portuguesa de Resseguros, E.P.",,,,,Deputados,D
1983-05-30,1982-10-19,,"[{'GP': 'PCP', 'idCadastro': '3082', 'nome': 'VIDIGAL AMARO'}, {'GP': 'PCP', 'idCadastro': '2126', 'nome': 'ZITA SEABRA'}, {'GP': 'PCP', 'idCadastro': '569', 'nome': 'ILDA FIGUEIREDO'}, {'GP': 'PCP', 'idCadastro': '2915', 'nome': 'ÁLVARO BRASILEIRO'}, {'GP': 'PCP', 'idCadastro': '3020', 'nome': 'JOSÉ MANUEL MENDES'}, {'GP': 'PCP', 'idCadastro': '222', 'nome': 'OCTÁVIO TEIXEIRA'}, {'GP': 'PCP', 'idCadastro': '3225', 'nome': 'JORGE PATRÍCIO'}, {'GP': 'PCP', 'idCadastro': '3131', 'nome': 'JOÃO ABRANTES'}, {'GP': 'PCP', 'idCadastro': '3372', 'nome': 'MARIANA LANITA'}, {'GP': 'PCP', 'idCadastro': '3618', 'nome': 'JOSEFINA ANDRADE'}]",[{'GP': 'PCP'}],,,,Ratificação,,"[{'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '21', 'Comissao': None, 'DataFase': '1983-01-18', 'EvtId': '3', 'Fase': 'Anúncio', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '235320', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': None, 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}, {'ActId': None, 'ActividadesConjuntas': None, 'AnexosFase': None, 'CodigoFase': '50', 'Comissao': None, 'DataFase': '1983-01-19', 'EvtId': '51', 'Fase': 'Publicação', 'IniciativasConjuntas': None, 'Intervencoesdebates': None, 'Links': None, 'ObsFase': None, 'OevId': '235321', 'OevTextId': None, 'PcpublicasConjuntas': None, 'PeticoesConjuntas': None, 'PublicacaoFase': [{'debateDtReu': None, 'idAct': None, 'idDeb': None, 'idInt': None, 'idPag': '343198', 'obs': None, 'pag': ['560-560'], 'pagFinalDiarioSupl': None, 'pubdt': '1983-01-19', 'pubLeg': 'II', 'pubNr': '40', 'pubSL': '3', 'pubTipo': 'DAR II série', 'pubTp': 'K', 'supl': None, 'URLDiario': 'https://debates.parlamento.pt/catalogo/r3/dar/s2/02/03/040/1983-01-19/560?pgs=560&org=PLC'}], 'RecursoDeputados': None, 'RecursoGP': None, 'TextosAprovados': None, 'Votacao': None}]",31195,II,,231,,3,NAO,,F,"Decreto-Lei nº 2/83, de 8 de Janeiro que estabelece o regime jurídico das especialidades farmacêuticas de venda livre.",,,,,Deputados,D
